Job Title,Company Name,Job Location,Skills Required,Date Posted
Business Analysis Supervisor,Ibn Sina Pharma ,"New Cairo, Cairo, Egypt",Full TimeOn-siteManager · 5 - 7 Yrs of Exp · Logistics/Supply Chain · Analysis · Business Analysis,16 days ago

Senior ERP Consultant,TAB ERP Solutions ,"Nasr City, Cairo, Egypt",Full TimeHybridExperienced · 3 - 6 Yrs of Exp · IT/Software Development · ERP System · ERP Consultanting · Technical Support · ERP Implementation,1 month ago

Social Media Specialist,Confidential ,"Alexandria, Egypt",Full TimeRemoteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Social Media · digital marketing · E-Marketing · facebook · Google Ads · Google Analytics,21 days ago

General Accounting,SAYYAD Holding  ,"Cairo, Egypt",Full TimeOn-siteExperienced · 10 - 20 Yrs of Exp · males_only · Accounting/Finance · Banking · Analyst/Research · Accounting · Finance · Management,1 month ago

Senior Cost Accountant | SAP User,Cairoscan ,"Mohandessin, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · Accounting/Finance · Hospitality/Hotels/Food Services · Medical/Healthcare · Cost · Accounting · Financial Analysis · Finance,1 month ago

Treasury Manager,Cairo Three A  for Agricultural and Animal Production ,"New Cairo, Cairo, Egypt",Full TimeOn-siteManager · 8 - 15 Yrs of Exp · Accounting/Finance · Banking · Accounting · Finance · Oracle · Treasury Management · Cash Management · Treasury · Management,1 month ago

Senior Cost Accountant,Healthy & Tasty ,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Manufacturing/Production · accountant · Accounting · analytical · Cost · Cost Accountant · Cost Accounting · excel · Finance,1 month ago

FP&A Supervisor,IDH ,"6th of October, Giza, Egypt",Full TimeOn-siteEntry Level · 5 - 7 Yrs of Exp · Accounting/Finance · Analyst/Research · Finance · Financial Analysis,16 days ago

Software Developer  Full Stack,Capital Guard ,"Sheraton, Cairo, Egypt",Full TimeOn-siteExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · HTML · JavaScript · SQL · Odoo · Odoo ERP · CSS,28 days ago

Service Operations Supervisor (Business Development),Elsaba AutoService ,"New Cairo, Cairo, Egypt",Full TimeOn-siteManager · 5 - 7 Yrs of Exp · Operations/Management · Analyst/Research · Engineering - Mechanical/Electrical · Customer Service · Customer Care · Customer Support · Business Development · After Sales · Engineering · Supervisor,1 month ago

Industrial Cost Accountant,Alfouad for Automotive Spare Parts ,"Ameria, Alexandria, Egypt",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · males_only · Accounting/Finance · Manufacturing/Production · Analyst/Research · Accounting · Communication skills · English · Finance · excel · Management · Manufacturing,17 days ago

ERP Project Manager,TAB ERP Solutions ,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Accounting · ERP · Technical Support · erp customer service · SQL Server · Project Management,23 days ago

Oracle ADF Developer,Ithmaar Integrated Solutions ,"Sheikh Zayed, Giza, Egypt",Full TimeHybridExperienced · 2 - 4 Yrs of Exp · IT/Software Development · ADF · Java · Oracle ADF,28 days ago

Digital Account Manager,Bishop Integrated Solutions  ,"Glim, Alexandria, Egypt",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · account manager · CRM · Communication · Customer Service · Digital Marketing · digital marketing · Google Analytics · media · Marketing,24 days ago

Financial Director,Confidential ,"Nasr City, Cairo, Egypt",Full TimeOn-siteSenior Management · 20 - 20 Yrs of Exp · Accounting/Finance · Finance · Financial Analysis · Financial · Financial Management · Construction · Real Estate · Accounting · MBA,1 month ago

Technical Writer,NOK for Human Capital Solutions ,"Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Project/Program Management · Analyst/Research · Java · Computer Science · Software Development · Technical Writing · Programming,22 days ago

General Accountant,Icon Dynamics ,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Banking · Analyst/Research · Accounting · Accounting Supervisor · Finance · Financial Analysis · Financial Management · Supervisor,17 days ago

Senior Media Buyer,IM business solutions ,"Madinaty, Cairo, Egypt",Full TimeHybridExperienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · campaigns · Advertising · digital marketing · Google Analytics · Google Ads · facebook · Social Media,1 month ago

Product Owner,Dimofinf Operations Center ,"Nasr City, Cairo, Egypt",Full TimeHybridExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Computer Science · Agile · Engineering · JIRA · Product · Product Management · Project Management,16 days ago

Quality Manager  Banking Industry,United Elite Company     ,"Cairo, Egypt",Full TimeRemoteManager · 5+ Yrs of Exp · Operations/Management · Quality · quality · Analysis · business · Communication · Operations · Quality Assurance · Management · Quality Control,16 days ago

Digital Analytics Specialist,Premium Card ,"Dokki, Giza, Egypt",Full TimeOn-siteExperienced · 1 - 2 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Analytics · Digital · Marketing,18 days ago

Sr. Software Business Analysis,Safa Soft ,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Analyst/Research · Analysis · Business Analysis · Communication skills · Software Development · SQL · systems analysis,1 month ago

Market Researcher,Infotech ,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 2 Yrs of Exp · Customer Service/Support · Analyst/Research · Sales/Retail · Research · Market Research · Communication skills · Communication · Computer Skills · English · Social Media,1 month ago

Odoo Functional Consultant,Algoriza ,"6th of October, Giza, Egypt",Full TimeRemoteExperienced · 3 - 7 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Accounting · Analysis · business · Business Analysis · Commerce · Communication skills · Computer Science,28 days ago

Agronomist Consultant,Royal Herbs  ,"Abu Alnumros, Giza, Egypt",Full TimePart TimeFreelance / ProjectHybridSenior Management · 8 - 15 Yrs of Exp · R&D/Science · Business Development · Analyst/Research · Agronomy · Agricultural Machinery · Agricultural Engineering · Agriculture · R&D,1 month ago

SAP Application Manager,Confidential ,"Giza, Giza, Egypt",Full TimeHybridManager · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SAP · ERP System,18 days ago

Quality Control Manager,ELHODA Trade & Supples ,"Badr City, Cairo, Egypt",Full TimeOn-siteManager · 10 - 13 Yrs of Exp · Medical/Healthcare · Quality · Analyst/Research · Analysis · ISO · quality · Quality Control,1 month ago

Investment Manager,Chubb life Insurance ,"New Cairo, Cairo, Egypt",Full TimeOn-siteManager · 10 - 12 Yrs of Exp · Accounting/Finance · Financial Analysis · Accounting · Finance · Financial Management · Financial Modeling · Financial Planning,1 month ago

UI UX Designer,Mashura Consultants ,"Katameya, Cairo, Egypt",Full TimeHybridExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Marketing · UX/UI · Desginer,1 month ago

Monitoring And Evaluation Officer,Aman ,"Maadi, Cairo, Egypt",Full TimeHybridExperienced · 3 - 4 Yrs of Exp · Operations/Management · Project/Program Management · Analyst/Research · Analysis · Arabic · Economics · English · Evaluation · Monitoring · Policy,1 month ago

Full Stack Developer,Greens247 ,"Maadi, Cairo, Egypt",Full TimeRemoteExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Full Stack · CSS · HTML · JavaScript · Laravel · MySQL · PHP · React,1 month ago

Lead Internal Auditor,Wadi Group ,"Giza, Egypt",Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · Business Development · Quality · Analyst/Research · CIA · Auditing · English · Finance · Financial Analysis · MS Office · analytical,2 months ago

"Full time Senior ASP Net Core, Blazor Full Stack Developer2",Sinmar Soft  ,"New Nozha, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · blazor · MVC · ASP.NET Core · c#.net · ASP.net MVC 5,1 month ago

Cost Accountant,Al Hayat Capital ,"Mokattam, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 8 Yrs of Exp · Accounting/Finance · Cost Accounting · Accounting · analytical · Finance · Financial Analysis · accountant · Cost,2 months ago

Cost Accountant,Orthomed E ,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Cost Accounting · Cost · Cost Accountant,2 months ago

Fullstack PHP Lavarel developer,MTSIT ,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Full Stack · Information Technology (IT) · HTML · Java · jQuery · MySQL · Software Development · Angular,2 months ago

Senior Full Stack Developer,Bevatel ,"Dokki, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · Full Stack · HTML · CSS · JavaScript · jQuery · MySQL · React · Software Development,2 months ago

Promotion Category Manager,Confidential ,"Giza, Egypt",Full TimeOn-siteManager · 10 - 12 Yrs of Exp · Operations/Management · Sales/Retail · Sales · Sales Target · Sales Field · Sales Management · Sales Skills,2 months ago

Merchandising Planner,Happy Vision ,"Mohandessin, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · Sales/Retail · Commercial Sales · Fashion · excel · Logistics · Planning,2 months ago

Senior Full Stack Developer (.Net Core  MVC),Dynamicslink ,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 3+ Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · Computer Science · CSS · Information Technology (IT) · JavaScript · jQuery · Software Development,1 month ago

Senior Full Stack Developer,SURE International Technology ,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 8 Yrs of Exp · IT/Software Development · Angular · .Net · Full Stack · MySQL · jQuery · JavaScript · HTML · Computer Science · Software Development,2 months ago

Senior Full Stack ASP.NET Developer,OrobaSoft ,"Cairo, Egypt",Full TimeRemoteExperienced · 4 - 5 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Full Stack · Software Development · Microservice Architecture · ASP.NET Core · JavaScript · Front-End Development · HTML · CSS,10 hours ago

Budgeting & Costing consultant,Exco Egypt ,"Nasr City, Cairo, Egypt",Full TimeOn-siteManager · 12 - 16 Yrs of Exp · Accounting/Finance · Analyst/Research · Strategy/Consulting · Accounting · Budgeting · Finance · Financial Analysis · Costing,3 days ago

R&D Formulation Specialist,APEX Pharma ,"Rabigh, Saudi Arabia",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · R&D/Science · Analyst/Research · Pharmaceutical · Chemistry · Pharmaceutical · Quality Control · quality · GMP · Product Development · R&D,29 days ago

Cost Accountant,International Food & Consumable Goods  Egypt S.A.E ,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · males_only · Accounting/Finance · FMCG · Cost Accounting · Finance · English · ERP · Excel · Cost Control,1 month ago

Full Stack Developer,Orange Studio ,"Nasr City, Cairo, Egypt",InternshipOn-siteEntry Level · IT/Software Development · Computer Science · PHP · jQuery · HTML · CSS · JavaScript,1 month ago

Technical Lead Java,Egabi FSI ,"Sheraton, Cairo, Egypt",Full TimeOn-siteManager · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Java · OOP · Computer Science · Development · Spring Boot · spring Framework · SOAP,2 months ago

Senior ERP Developer,Algoriza ,"Giza, Egypt",Full TimeRemoteExperienced · 3 - 6 Yrs of Exp · IT/Software Development · ERP · Agile · Microsoft Dynamics,2 months ago

Senior SEO Specialist,Fantastic Services ,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Search Engine · SEO · Content · Search Engine Optimization · Search Engines · Google Analytics · SEMrush,1 month ago

Geospatial and Land Surveyor Specialist,Exco Egypt ,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 4 - 8 Yrs of Exp · males_preferred · Strategy/Consulting · Land Surveying · Surveying,1 month ago

Functional Consultant CRM  Microsoft Dynamics 365,Cubic Information Systems ,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CRM · Customer Service · Dynamics 365 · Functional · Functional consultant · Information Technology (IT) · Sales · SQL,1 month ago

Full stack Senior .net core Developer,Syscodeia ,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · core · Angular · CSS · Github · Microservices · Information Technology (IT),2 months ago

Cost Accountant / Furniture and wooden industry,Outservingplus ,"Giza, Egypt",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Logistics/Supply Chain · Analyst/Research · accountant · Accounting · CMA · Cost Accountant · Cost Accounting · ERP · excel · Finance,2 months ago

Business Market Researcher,MENA INTEL ,"Nasr City, Cairo, Egypt",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Customer Service/Support · Analyst/Research · Sales/Retail · English · Communication skills · Telesales · Social Media · Market Research · Research Analysis · Customer Support,25 days ago

Financial Accountant,Masar Architects  ,"New Cairo, Cairo, Egypt",Full TimeOn-siteExperienced · 2+ Yrs of Exp · Accounting/Finance · Banking · Analyst/Research · accountant · Accounting · Finance · Financial · Financial Management · Financial Analysis · Bookkeeping,2 months ago

PHP Laravel full stack developer,Monglish Academy ,"Alexandria, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · front-end · Full Stack · Information Technology (IT) · Laravel · PHP · React,1 month ago

Senior Risk Officer (Finance or Banking Experience),Erada ,"Maadi, Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · Accounting/Finance · Analyst/Research · Risk Management · Risk Assessment · Banking · Banks · Banking Sector,3 days ago

Market Researcher,MAJ Consulting Group ,"Downtown, Cairo, Egypt",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Business Development · Marketing/PR/Advertising · Analyst/Research · Market Research · MBA · Business Development · Business Analysis · Financial Analysis · Analysis · Marketing,21 days ago

Marketing Team Leader,LAMA Medical ,"Maadi, Cairo, Egypt",Full TimeOn-siteManager · 5 - 8 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Communication · Communication skills · Leadership · Management · Marketing · Social Media · media,2 months ago

Commercial Accountant,Kellogg Tolaram Noodles Egypt LLC ,"6th of October, Giza, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Administration · Analyst/Research · Commerce · Commercial · Accounting · Commercial accountant · Finance · Financial Analysis · Microsoft Excel,25 days ago

Search Engine Optimization Specialist,blackcat media ,"Cairo, Egypt",Full TimeRemoteExperienced · 2 - 10 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Media/Journalism/Publishing · Search Engine · SEO · Google Analytics · digital marketing · Marketing · Social Media · SEM,1 month ago

Professional Cloud and IT Sales Manager,"Telecom Systems Provider, LLC ","Riyadh, Saudi Arabia",Full TimeOn-siteExperienced · 7+ Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Cloud · IT sales,14 days ago

Senior Full stack Web Developer C # / ASP.NET  F or M,iucon Egypt ,"Dokki, Giza, Egypt",Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ASP · ASP.Net · .Net · SQL · JavaScript · Information Technology (IT),2 months ago

Cost Accountant,Soulintec  ,"Smouha, Alexandria, Egypt",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · Finance · Cost Accounting · analytical · excel,2 months ago

Growth Marketer | Performance Marketing | Mobile Apps,ChildRoo ,"Cairo, Egypt",Full TimeRemoteExperienced · 2 - 7 Yrs of Exp · Marketing/PR/Advertising · Analyst/Research · Growth · Marketing · SEO · Social Media · E-Marketing · media buyer · growth marketer · email markering,2 months ago

Full Stack Developer  Remote,Sequel Solutions ,"Cairo, Egypt",InternshipRemoteStudent · 0 - 1 Yrs of Exp · IT/Software Development · CSS · Full Stack · Java · JavaScript · React.js · Node.js,2 months ago

Research Associate,CTI Clinical Trial and Consulting Services ,"Riyadh, Saudi Arabia",Full TimeEntry Level · Marketing/PR/Advertising · Analyst/Research · Pharmaceutical · Research · Market Research · Marketing · Analysis · Pharmacy · English · Operations,2 months ago

Researcher,Projecs International ,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteEntry Level · 0 - 4 Yrs of Exp · Analyst/Research · Market Research · business · MS Office,1 month ago

Risk Assistant Manager,A.T Lease Egypt ,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Analyst/Research · Risk Management · Credit Risk,1 month ago

UI UX Researcher,classera ,"New Cairo, Cairo, Egypt",Full TimeHybridEntry Level · 3 - 5 Yrs of Exp · R&D/Science · Creative/Design/Art · Analyst/Research · Market Research · analytical · Design · Marketing · Development · Product · UX,1 month ago

Senior Full Stack Web Developer  Remotely,IQRA Network ,"Cairo, Egypt",Full TimePart TimeRemoteExperienced · 4 - 6 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Full Stack · HTML · Information Technology (IT) · Java · JavaScript · jQuery,2 months ago

QC Manager,Confidential ,"6th of October, Giza, Egypt",Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Quality · QA · QC · Quality Control · Quality Assurance · Construction · Civil Engineering · Engineering · Architecture,7 days ago

Full Stack Developer,3S Software ,"Nasr City, Cairo, Egypt",Full TimeHybridExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · MySQL · MVC · Information Technology (IT) · JavaScript · HTML5 · HTML · API,2 days ago

Senior Full Stack Developer,3S Software ,"Nasr City, Cairo, Egypt",Full TimeHybridExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MySQL · Angular · Computer Science · CSS · .Net · HTML · HTML5 · Information Technology (IT),20 hours ago

Corporate Business Application Section Head,Decorative Glass And Arab Union Glass Group ,"Obour City, Cairo, Egypt",Full TimeOn-siteManager · 10+ Yrs of Exp · males_only · IT/Software Development · Business Applications · Odoo Development · Information Technology (IT) · Python · Django · Django Framework · Flask · Oracle · PostgreSQL,3 days ago

Research Assistant,TAZWEED EMPLOYMENT SERVICES ,"Dubai, United Arab Emirates",Full TimeEntry Level · Administration · Marketing/PR/Advertising · Analyst/Research · Research · Administration · Microsoft Office · Secretary · Office Management · Market Research · Communication Skills,1 month ago

Credit Analysis Assistant Manager,A.T Lease Egypt ,"Sheikh Zayed, Giza, Egypt",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Analyst/Research · Accounting · Finance · Financial Analysis · Analysis · Credit Analysis · Banks,2 months ago

Junior Financial Auditor  Junior General Accountant,Confidential ,"Mokattam, Cairo, Egypt",Full TimeOn-siteEntry Level · 2 - 5 Yrs of Exp · Accounting/Finance · Analyst/Research · accountant · Accounting · analytical · Auditing · Construction · Finance · Financial · Financial Analysis,2 months ago

"Software Engineer  (Laravel, Vue, Golang)",Our Education ,"Nasr City, Cairo, Egypt",Full TimeOn-siteManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · Engineering · Computer Science · Web Development · PHP · OOP,2 months ago

AI Engineer,Jadeer ,"Riyadh, Saudi Arabia",Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Information Technology (IT) · Computer Science · Engineering · Python · Software Engineering · NLP,1 month ago

Cargo Operator (Dubai),Live Job Vacancies ,"Dubai, United Arab Emirates",Full TimeEntry Level · Customer Service/Support · Logistics/Supply Chain · Analyst/Research · logistics · business admin · business administration · commerce,2 months ago

Developer,DXC Technology ,"Riyadh, Saudi Arabia",Full TimeEntry Level · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Business Development · javaScript · Engineering,2 months ago

Junior UX Researcher (Remote),Kreativstorm ,"Makkah, Saudi Arabia",Part TimeEntry Level · Creative/Design/Art · IT/Software Development · Analyst/Research · UX · Design · Sketch · Startup · Adobe XD · A/B Testing · Axure,15 days ago

Tester,DXC Technology ,"Riyadh, Saudi Arabia",Full TimeEntry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Testing · Quality Control · Quality Assurance · Testing · Quality,16 days ago

ServiceNow Developer,DXC Technology ,"Riyadh, Saudi Arabia",Full TimeEntry Level · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · computer science · engineering · information technology (it) · computer engineering,17 days ago

Software Engineer,I.R.E ,"Makkah, Saudi Arabia",Full TimeEntry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Engineering · Computer Engineering · Software,21 days ago

Financial Planning & Budgeting Specialist,Saudi Contractors Authority الهيئة السعودية للمقاولين ,"Riyadh, Saudi Arabia",Full TimeExperienced · Accounting/Finance · Operations/Management · Analyst/Research · Finance · Accounting · Financial Analysis · Planning · Financial Management · Financial Planning · Management,8 days ago

Credit Manager,Millennium Downtown Abu Dhabi ,"Dubai, United Arab Emirates",Full TimeExperienced · Accounting/Finance · Banking · Analyst/Research · Finance · Accounting · Financial Management · Financial Analysis · Credit · Banking · Commerce,6 days ago

BA  Acquiring & Remittance,Expleo Group ,"Dubai, United Arab Emirates",Full TimeExperienced · Customer Service/Support · IT/Software Development · Analyst/Research · Computer Science · Information Technology (IT) · BA · Business Analysis · Agile · Analysis · JSON,7 days ago

ITSM Manager,Virtusa ,"Dubai, United Arab Emirates",Full TimeExperienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Computer Science · ITSM · Information Technology (IT) · Software Development · Software Engineering · IBM · SQL,2 days ago

Scrum Master,Virtusa ,"Dubai, United Arab Emirates",Full TimeExperienced · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Agile · Scrum · Software Development · Scrum Master · Software,10 days ago

Artificial Intelligence Engineer,The Group Securities ,"Doha, Qatar",Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Artificial Intelligence · Computer Science · Information Technology (IT) · Software Engineering · Computer Engineering · Software Development · Engineering,20 days ago

Engagement Manager,JLL ,"Riyadh, Saudi Arabia",Full TimeExperienced · Human Resources · Operations/Management · Marketing/PR/Advertising · Employee Engagement · Human Resources (HR) · Management · Performance Management · Compensation · HR · Recruitment,14 days ago

Adobe Analytics,Cognizant ,"Dubai, United Arab Emirates",Full TimeEntry Level · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Google Analytics · SEO · E-marketing · Adobe Photoshop · Digital Marketing,16 days ago

Credit Research Team Leader,ICP CREDIT LTD ,"Cairo, Egypt",Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · Analyst/Research · Research · Risk Assessment · credit research · E-Marketing · Market Research · English,1 month ago

Financial Accountant,Dubai Aerospace Enterprise ,"Dubai, United Arab Emirates",Full TimeEntry Level · Accounting/Finance · Banking · Analyst/Research · Finance · Accounting · Financial Analysis · Financial Management · Accountant · Commerce · Microsoft Office,2 months ago

AI Engineer,CharCentric ,"Dubai, United Arab Emirates",Full TimeEntry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · AI · Information Technology (IT) · Computer Science · Engineering · Python · Software Engineering · NLP,30 days ago

Senior Investment Associate,stc ,"Riyadh, Saudi Arabia",Full TimeExperienced · Accounting/Finance · Business Development · Sales/Retail · Accounting · Finance · Microsoft Office · Sales Skills · ACCA · CPA · Commerce,12 days ago

Graduate Traffic Engineer,HDR ,"Riyadh, Saudi Arabia",Full TimeExperienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Mechanical Engineering · Electrical Engineering · Maintenance · AutoCAD,23 days ago

IBM BPM Developer,Black Pearl Consult ,"Dubai, United Arab Emirates",Full TimeEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · BPM · Computer Science · Software Development · Java · J2EE · SOAP,20 days ago

Reserving Consultant  P&C Insurance,WTW ,"Riyadh, Saudi Arabia",Full TimeExperienced · Customer Service/Support · Hospitality/Hotels/Food Services · Tourism/Travel · Customer Care · Customer Service · Tourism · Customer Support · Travel · Travel Consultant · Sales,15 days ago

Internal Auditor,National Center for Performance Measurement ,"Riyadh, Saudi Arabia",Full TimeEntry Level · Accounting/Finance · Quality · Analyst/Research · Accounting · Finance · Auditing · Financial Analysis · Financial Management · Internal Audit · Internal Auditing,3 days ago

M&A Manager,stc ,"Riyadh, Saudi Arabia",Full TimeExperienced · Creative/Design/Art · Sales/Retail · Engineering - Mechanical/Electrical · Sales · Sales Skills · Engineering · Electrical Engineering · Microsoft Office · Customer Service · Design,5 days ago

GIS Architect,Virtusa ,"Dubai, United Arab Emirates",Full TimeExperienced · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · computer science · engineering · information technology (it) · gis · architecture · design · analytics,2 days ago

TMT Senior Researcher,MINDFREE CONSULTING AND RECRUITMENT ME ,"Riyadh, Saudi Arabia",Full TimeExperienced · Marketing/PR/Advertising · Analyst/Research · Engineering - Telecom/Technology · Research · Market Research · Marketing · Sales · Computer Science · Analysis · Engineering,4 days ago

Demand & Supply Planner ME,Beiersdorf ,"Dubai, United Arab Emirates",Full TimeExperienced · Logistics/Supply Chain · Analyst/Research · Purchasing/Procurement · Supply Chain · Logistics · Planning · Demand · Demand Planning · Production · Inventory Management,15 days ago

Pharmaceutical Research Specialist,Intoude Foundation ,"Kuwait City, Kuwait",Full TimeExperienced · R&D/Science · Analyst/Research · Pharmaceutical · Pharmacy · Research · Pharmaceutical · Science · Market Research · Microsoft Office · Analysis,23 days ago

Fundraising Specialist,Hillroute Capital ,"Dubai, United Arab Emirates",Full TimeExperienced · Business Development · Marketing/PR/Advertising · Sales/Retail · Fundraising · Business Development · Marketing · Sales · Sales Skills · Sales Target · NGO,20 days ago

Finacle Development & Support Engineer (Core Banking),Expleo Group ,"Dubai, United Arab Emirates",Full TimeEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · software development · sql · software · customer service,14 days ago

Sr. Specialist Fleet Partner,talabat ,"Kuwait City, Kuwait",Full TimeExperienced · Customer Service/Support · Analyst/Research · Engineering - Telecom/Technology · customer service · customer care · customer support · human resources (hr) · fleet · it · management,10 days ago

Sr. Specialist  Projects & Performance,talabat ,"Doha, Qatar",Full TimeEntry Level · Business Development · Human Resources · Analyst/Research · Human Resources (HR) · Recruitment · Communication Skills · English · Sales · Business Development · Customer Service,27 days ago

Associate  Financial Restructuring (Dubai),Houlihan Lokey ,"Dubai, United Arab Emirates",Full TimeEntry Level · Business Development · Customer Service/Support · Sales/Retail · Sales Skills · Customer Service · Sales Target · Sales · Marketing · Outdoor Sales · Business Development,14 days ago

